00:10.671352;0.796264326282;1.13297281409;1.47807649824;1.83211615499;2.19563256059;2.56916649129;2.95325872333;3.34845003298;3.75528119647;4.17429299006;4.60602619;5.05102157254;5.50981991393;5.98296199041;6.47098857824;6.97444043871;7.49375257258;8.02900105145;8.58018587532;9.14728539399;9.72998021283;10.3277344378;10.9400072927;11.5662580012;12.205945787
00:10.708208;0.937358478888;1.2775435972;1.62635210711;1.98432478487;2.35200240673;2.72992574895;3.11863558777;3.51867269944;3.93057786021;4.35489184633;4.79215543405;5.24290939963;5.7076945193;6.18705156933;6.68152132596;7.19163478769;7.71767169596;8.25964494923;8.81755454003;9.39129804895;9.98041354501;10.5843602519;11.2025973935;11.8345841935;12.4797798755
00:10.715845;1.07844815532;1.42216971059;1.77474055306;2.13670145897;2.50859320458;2.89095656614;3.2843323199;3.68926124211;4.10628410901;4.53594169687;4.97877478192;5.43532414042;5.90613054862;6.39173478277;6.89267761912;7.40943529268;7.94212920589;8.49075946409;9.05531721805;9.63554775241;10.2309243783;10.8409063195;11.4649527997;12.1025230427;12.7530762722
00:10.755756;1.22513061179;1.57258934169;1.92912978537;2.29529271909;2.6716189191;3.05864916164;3.45692422296;3.86698487932;4.28937190696;4.72462608214;5.1732881811;5.6358989801;6.11299925538;6.60512978319;7.11282826123;7.63643529863;8.17597868103;8.73145840842;9.30281069934;9.88961731517;10.4913375959;11.1074307654;11.7373560473;12.3805726654;13.0365398435
00:10.795785;1.36622072565;1.71732962451;2.07774148085;2.44799707093;2.82863717099;3.22020255729;3.62323400608;4.0382722936;4.4658581961;4.90653248984;5.36083595107;5.82930935603;6.31249348097;6.81092910215;7.32512141529;7.85524836908;8.40131166788;8.96330887195;9.54104916928;10.1340226641;10.7416885802;11.3635061413;11.9989345711;12.6474330934;13.308460932
00:10.835767;1.51709412065;1.87216350957;2.2367699358;2.6114541756;2.99675700521;3.39321920088;3.80138153886;4.22178479541;4.65496974677;5.10147716919;5.56184783893;6.03662253223;6.52634202534;7.03154667894;7.55263547695;8.08966061995;8.64262210796;9.21148442837;9.79588492938;10.3952845481;11.0091425082;11.6369180334;12.2780703476;12.9320586745;13.5983422378
00:10.875771;1.67215474299;2.03135301133;2.40032621339;2.77961512543;3.16976052369;3.57130318442;3.98478388388;4.41074339831;4.84972250396;5.30226197709;5.76890259394;6.25018513076;6.7466503638;7.25881897596;7.78691843553;8.3309542401;8.89092592275;9.46668940694;10.0577548886;10.6635815916;11.2836287396;11.9173555563;12.5642212656;13.2236850911;13.8952062566
00:10.915767;1.82302816739;2.18629770318;2.55957105797;2.943389008;3.33829232953;3.74482179881;4.16351819208;4.5949222856;5.03957485561;5.49801667837;5.97078853013;6.45843118713;6.96148542329;7.48039364671;8.01523821513;8.56601912856;9.13271727846;9.71502338633;10.3124026064;10.9243141625;11.5502172784;12.1895711777;12.8418350843;13.5064682218;14.1829298141
00:10.955760;1.97808909739;2.3455952763;2.72333787708;3.11185767596;3.51169544921;3.92339197308;4.34748802381;4.78452437765;5.23504181085;5.69958109967;6.17868302035;6.67288834915;7.18272910443;7.70849199195;8.25019122447;8.80782680032;9.38130126328;9.97015701185;10.5738532698;11.1918492608;11.8236042088;12.4685773373;13.1262278702;13.7960150313;14.4773980442
00:10.995773;2.13874123807;2.51068971132;2.89311280726;3.28655130214;3.69154597221;4.10863759372;4.53836694291;4.98127479604;5.43790192936;5.90878911912;6.39447714157;6.89550677296;7.41235303749;7.94513555749;8.49385442248;9.0585004594;9.63881670171;10.2342760288;10.8443376644;11.4684608324;12.1061047564;12.7567286601;13.4197917675;14.0947533021;14.7810724877
