00:10.075306;48173.548464;50090.311368;0.360759556387;2.69;0.777933
00:10.115306;48173.6538666;50090.3525491;0.360061424686;2.75;0.816192
00:10.155306;48173.7592692;50090.3937301;0.359886891761;2.82;0.788724
00:10.195306;48173.8713596;50090.4291486;0.359537825911;2.88;0.773028
00:10.235306;48173.9767622;50090.4703297;0.359537825911;2.935;0.797553
00:10.275306;48174.0821648;50090.5115107;0.359537825911;2.985;0.674928
00:10.315306;48174.2015081;50090.5553466;0.359363292986;3.045;0.685719
00:10.355306;48174.3208514;50090.5991825;0.35918876006;3.105;0.724959
00:10.395306;48174.4329417;50090.6346009;0.359886891761;3.15;0.652365
00:10.435306;48174.552285;50090.6784368;0.359712358836;3.2;0.662175
00:10.475306;48174.6788811;50090.7306901;0.359363292986;3.25;0.671004
00:10.515306;48174.7982244;50090.7745259;0.359014227135;3.3;0.675909
00:10.555306;48174.9175677;50090.8183618;0.35883969421;3.355;0.634707
00:10.595306;48175.0508516;50090.8648525;0.35849062836;3.41;0.690624
00:10.635306;48175.1774477;50090.9171058;0.358665161285;3.46;0.672966
00:10.675306;48175.3107317;50090.9635964;0.359014227135;3.505;0.715149
00:10.715306;48175.4440156;50091.0100871;0.359014227135;3.565;0.660213
00:10.755306;48175.5778646;50091.0707578;0.358665161285;3.62;0.750465
00:10.795306;48175.7111485;50091.1172485;0.358665161285;3.675;0.665118
00:10.835306;48175.8516853;50091.1721565;0.358141562509;3.735;0.838755
00:10.875306;48175.9989099;50091.221302;0.357792496659;3.79;0.731826
00:10.915306;48176.1394467;50091.2762101;0.357094364958;3.85;0.711225
00:10.955306;48176.2866713;50091.3253556;0.356919832033;3.91;0.639612
00:10.995306;48176.434461;50091.3886811;0.356221700332;3.965;0.615087
00:11.035306;48176.5816856;50091.4378266;0.356221700332;4.005;0.602334
00:11.075306;48176.7361631;50091.4953895;0.355872634482;4.05;0.452241
00:11.115306;48176.8906405;50091.5529523;0.355349035706;4.09;0.530721
00:11.155306;48177.045118;50091.6105152;0.355349035706;4.135;0.566037
00:11.195306;48177.2062832;50091.6623156;0.354999969856;4.18;0.540531
00:11.235306;48177.3607607;50091.7198785;0.355349035706;4.215;0.642555
00:11.275306;48177.522491;50091.7858587;0.355872634482;4.25;0.671004
00:11.315306;48177.6836563;50091.837659;0.355698101556;4.295;0.620973
00:11.355306;48177.8453866;50091.9036393;0.355349035706;4.35;0.674928
00:11.395306;48178.0138048;50091.963857;0.355349035706;4.42;0.701415
00:11.435306;48178.1822229;50092.0240747;0.355349035706;4.48;0.574866
00:11.475306;48178.350641;50092.0842924;0.354999969856;4.535;0.514044
00:11.515306;48178.526312;50092.1529275;0.354650904005;4.585;0.552303
00:11.555306;48178.7014179;50092.2073827;0.354650904005;4.63;0.662175
00:11.595306;48178.8770889;50092.2760178;0.35412730523;4.685;0.595467
00:11.635306;48179.0594477;50092.3388903;0.353952772304;4.74;0.599391
00:11.675306;48179.2351187;50092.4075254;0.353952772304;4.775;0.548379
00:11.715306;48179.4174775;50092.4703979;0.353080107678;4.835;0.613125
00:11.755306;48179.6070892;50092.5416878;0.352905574753;4.9;0.660213
00:11.795306;48179.7827602;50092.6103229;0.352731041828;4.965;0.77499
00:11.835306;48179.9723718;50092.6816128;0.352905574753;5.02;0.707301
00:11.875306;48180.1686713;50092.7471401;0.352731041828;5.075;0.744579
00:11.915306;48180.3582829;50092.81843;0.352556508903;5.135;0.701415
00:11.955306;48180.5478946;50092.88972;0.352556508903;5.205;0.848565
00:11.995306;48180.7514469;50092.9636647;0.352381975978;5.265;0.769104
00:12.035306;48180.9549993;50093.0376094;0.352556508903;5.34;0.827964
00:12.075306;48181.1585516;50093.1115541;0.352381975978;5.4;0.856413
00:12.115306;48181.3687917;50093.1797363;0.352381975978;5.465;0.756351
00:12.155306;48181.572344;50093.253681;0.352381975978;5.53;0.802458
00:12.195306;48181.7825841;50093.3218632;0.351683844277;5.6;0.916254
00:12.235306;48181.9933893;50093.4042253;0.351683844277;5.695;1.154637
00:12.275306;48182.2108823;50093.4808248;0.352381975978;5.79;1.114416
00:12.315306;48182.4356282;50093.5658418;0.352207443052;5.865;1.045746
00:12.355306;48182.6531212;50093.6424413;0.352381975978;5.94;0.949608
00:12.395306;48182.8778671;50093.7274582;0.352556508903;6.01;0.87309
00:12.435306;48183.1093007;50093.8067126;0.352905574753;6.085;0.893691
00:12.475306;48183.3412994;50093.9001469;0.352905574753;6.15;0.752427
00:12.515306;48183.5727331;50093.9794012;0.353254640604;6.22;0.677871
00:12.555306;48183.8114196;50094.067073;0.353429173529;6.28;0.787743
00:12.595306;48184.0501062;50094.1547447;0.353429173529;6.34;0.710244
00:12.635306;48184.2887927;50094.2424165;0.353429173529;6.4;0.769104
00:12.675306;48184.5274792;50094.3300882;0.353429173529;6.465;0.768123
00:12.715306;48184.7728535;50094.4119974;0.353254640604;6.535;0.871128
00:12.755306;48185.0187929;50094.5080865;0.353429173529;6.61;1.019259
00:12.795306;48185.2714201;50094.5984131;0.353254640604;6.68;0.872109
00:12.835306;48185.5240473;50094.6887396;0.353080107678;6.75;0.893691
00:12.875306;48185.7766745;50094.7790662;0.352905574753;6.815;0.630783
00:12.915306;48186.0365546;50094.8778101;0.352731041828;6.88;0.709263
00:12.955306;48186.2964346;50094.9765541;0.352731041828;6.945;0.806382
00:12.995306;48186.5630025;50095.0695355;0.352731041828;7;0.811287
00:13.035306;48186.8228825;50095.1682794;0.352905574753;7.065;0.955494
00:13.075306;48187.0894504;50095.2612608;0.352556508903;7.125;0.916254
00:13.115306;48187.3632711;50095.3626595;0.352556508903;7.18;0.714168
00:13.155306;48187.629839;50095.4556409;0.353080107678;7.235;0.750465
00:13.195306;48187.9036597;50095.5570397;0.352905574753;7.29;0.778914
